blk_key,gps_lon,gps_lat,timestamp
36D561D09E,158.70924499999998,65.867179,20200805_000001
C2437B742D,158.705387,65.875338,20200805_000005
147914D9E1,158.70612,65.873836,20200805_000006
5FE301A05D,158.718246,65.879525,20200805_000016
5AB50A3D05,158.69401000000002,65.87317300000001,20200805_000017
0EA2E922A4,158.70945600000002,65.86913200000001,20200805_000017
1559AD807B,158.695638,65.875317,20200805_000041
24CFFA7CAE,158.69661499999998,65.87572800000001,20200805_000049
2C88DC81B7,158.709652,65.86782199999999,20200805_000053
ED71EB9DCF,158.709587,65.863005,20200805_000058
7456FBEF2B,158.703255,65.87693300000001,20200805_000135
36D561D09E,158.70924499999998,65.867179,20200805_000147
6A22EEDF1F,158.69733100000002,65.870699,20200805_000152
10EC08652B,158.696045,65.871334,20200805_000203
5A7EF86ACC,158.695931,65.870821,20200805_000206
56028BDA19,158.721126,65.879838,20200805_000246
8B23BBA258,158.706982,65.86899,20200805_000259
FC14581805,158.7097,65.86768000000001,20200805_000306
36D561D09E,158.70924499999998,65.867179,20200805_000338
384E01425C,158.71796899999998,65.874101,20200805_000351
A527BC4548,158.70138300000002,65.875643,20200805_000523
36D561D09E,158.70924499999998,65.867179,20200805_000532
0D0EA6BD28,158.70807299999998,65.866862,20200805_000543
A18AE323F7,158.706771,65.875151,20200805_000544
30788649D0,158.708496,65.86873800000001,20200805_000554
2D6058B4B8,158.69781899999998,65.870402,20200805_000559
658DD2C6A6,158.708089,65.86385100000001,20200805_000606
36D561D09E,158.70924499999998,65.867179,20200805_000730
0D19B9F4E9,158.708333,65.869015,20200805_000800
7AD6429EB3,158.709831,65.86733,20200805_000823
684E7BE2BA,158.70543600000002,65.874386,20200805_000853
6EFFE67198,158.697542,65.875081,20200805_000858
6560D1A805,158.701335,65.874735,20200805_000900
298E751320,158.72054,65.879895,20200805_000921
DB175188B0,158.720361,65.879899,20200805_000928
36D561D09E,158.70924499999998,65.867179,20200805_000928
FEC1D94492,158.718099,65.873275,20200805_000931
EABE4D3578,158.697103,65.86992599999999,20200805_001024
A2FB1B94F9,158.722624,65.88221899999999,20200805_001024
5472CFAB59,158.71027,65.863591,20200805_001118
46D4DCA627,158.69751000000002,65.874471,20200805_001123
B898854357,158.70758500000002,65.868551,20200805_001125
36D561D09E,158.70924499999998,65.867179,20200805_001128
2C22EAAA9A,158.719076,65.875562,20200805_001156
8279CD2AB8,158.717611,65.875216,20200805_001207
016E65515E,158.70875700000002,65.868188,20200805_001228
6F784523C0,158.701416,65.87620799999999,20200805_001233
F52D3FCF2C,158.69298500000002,65.871135,20200805_001250
3A50DE2627,158.692838,65.870019,20200805_001302
36D561D09E,158.70924499999998,65.867179,20200805_001329
AE49BEF65C,158.721956,65.881921,20200805_001424
A486AED867,158.694499,65.87427600000001,20200805_001507
36D561D09E,158.70924499999998,65.867179,20200805_001531
93D20BEA67,158.71066100000002,65.868482,20200805_001541
61FDECAA85,158.70774699999998,65.86294799999999,20200805_001548
3B2B936686,158.697542,65.86921,20200805_001548
8F08969A54,158.704427,65.871985,20200805_001627
14D2097903,158.693587,65.868933,20200805_001652
A239E16F7C,158.710758,65.868652,20200805_001723
77C9746FA4,158.69681,65.869039,20200805_001728
36D561D09E,158.70924499999998,65.867179,20200805_001751
2B41D4C9D4,158.696175,65.871749,20200805_001751
A45EC205B3,158.716667,65.87447900000001,20200805_001804
484955E507,158.69646799999998,65.869483,20200805_001834
36D561D09E,158.70924499999998,65.867179,20200805_002012
7E7FC2FD85,158.70105800000002,65.872258,20200805_002017
65AAC61338,158.702962,65.876839,20200805_002037
F947533AC0,158.707861,65.86639,20200805_002057
E8B9D5986D,158.706917,65.870138,20200805_002057
4C65AB7F22,158.69262700000002,65.871509,20200805_002114
41D4792A20,158.699919,65.868079,20200805_002214
36D561D09E,158.70924499999998,65.867179,20200805_002239
667A48D387,158.71914099999998,65.878971,20200805_002303
3BBEEA97A4,158.697298,65.8691,20200805_002325
0A58BD6198,158.705876,65.875313,20200805_002329
BA72595000,158.695898,65.870028,20200805_002407
8EE1703B0C,158.69318,65.87071900000001,20200805_002413
36D561D09E,158.70924499999998,65.867179,20200805_002454
95E0B5775A,158.724772,65.882263,20200805_002511
D849FFAED0,158.70612,65.875501,20200805_002550
3D18B55293,158.72319299999998,65.882324,20200805_002552
5CD4D6E4AE,158.718457,65.874837,20200805_002622
867E115134,158.708089,65.87567999999999,20200805_002639
36D561D09E,158.70924499999998,65.867179,20200805_002714
48BE49B1CE,158.6972,65.869775,20200805_002759
16CCCCC471,158.718278,65.87407999999999,20200805_002820
1986B766A7,158.71168600000001,65.86984100000001,20200805_002843
03F3B0400E,158.70568,65.874422,20200805_002923
36D561D09E,158.70924499999998,65.867179,20200805_002933
C5F8EF56BE,158.718701,65.87915000000001,20200805_003015
ACC5476BED,158.705127,65.876229,20200805_003038
144E51A87A,158.692838,65.86939699999999,20200805_003120
36D561D09E,158.70924499999998,65.867179,20200805_003135
FAF8E4CC54,158.691439,65.871094,20200805_003144
C3045BAFF6,158.712142,65.86789999999999,20200805_003156
28257AFE0B,158.710221,65.867969,20200805_003200
D1DDB971A7,158.693327,65.872034,20200805_003202
A868CD1B5E,158.706885,65.87713600000001,20200805_003231
F836331CD6,158.707845,65.867179,20200805_003244
B536A3F70F,158.706673,65.876135,20200805_003247
344FFCD1D9,158.708643,65.86888400000001,20200805_003309
B27224E2B9,158.71844099999998,65.876078,20200805_003315
8A94A0FA14,158.70875700000002,65.867306,20200805_003330
36D561D09E,158.70924499999998,65.867179,20200805_003353
FD41C9BEA4,158.71814799999999,65.87506099999999,20200805_003436
2E6222427D,158.724821,65.88611599999999,20200805_003502
58E1450290,158.707536,65.875733,20200805_003550
7CD2B0D9C6,158.707455,65.86831000000001,20200805_003604
36D561D09E,158.70924499999998,65.867179,20200805_003615
0AB70B6E52,158.708138,65.87627800000001,20200805_003722
4C51AA46AF,158.709521,65.868518,20200805_003731
36D561D09E,158.70924499999998,65.867179,20200805_003819
111D716A6A,158.695996,65.87495100000001,20200805_003905
BF490D0676,158.71280900000002,65.86969400000001,20200805_003916
2124871138,158.711865,65.87021899999999,20200805_003919
72CFA8C82D,158.695215,65.874414,20200805_003932
